"MovieName","Genre"
"Physical Evidence","Crime"
"Pinchcliffe Grand Prix","Animation"
"Pirates","Adventure"
"Pirates of Silicon Valley","Drama"
"Pirates of the Caribbean: On Stranger Tides","Adventure"
"Pixels","Action"
"Pocahontas","Adventure"
"Pocahontas II: Journey to a New World","Adventure"
"Point Break","Action"
"Police Academy","Comedy"
"Police Academy 2: Their First Assignment","Action"
"Police Academy 3: Back in Training","Action"
"Police Academy 4: Citizens on Patrol","Action"
"Police Academy 5: Assignment Miami Beach","Action"
"Police Academy 6: City Under Siege","Comedy"
"Police Academy: Mission to Moscow","Action"
"Pompeii","Action"
"Predestination","Science Fiction"
"President's Day","Horror"
"Presto","Animation"
"Pretty Woman","Romance"
"Pride and Prejudice and Zombies","Romance"
"Prince of Persia: The Sands of Time","Adventure"
"Puss in Boots","Animation"
"Quarantine","Horror"
"Quiz Show","History"
"R.L. Stine's Monsterville: The Cabinet of Souls","Family"
"Racing Extinction","Adventure"
"Rambo","Action"
"Rango","Animation"
"Rasmus på loffen","Family"
"Ratatouille","Animation"
"Ratchet & Clank","Action"
"Reasonable Doubt","Crime"
"RED","Action"
"RED 2","Action"
"Red Planet","Thriller"
"Red Riding Hood","Thriller"
"Red Rock West","Crime"
"Reflections","Thriller"
"Replicant","Action"
"Resident Evil: Retribution","Action"
"Revenge","Drama"
"Ride Along","Action"
"Ride Along 2","Action"
"Riot","Action"
"Rise of the Guardians","Animation"
"Rise of the Planet of the Apes","Thriller"
"Risen","Action"
"Rising Sun","Action"
"Rivers 9","Action"
"Robin Hood","Animation"
"Robin Hood","Action"
"Robin Williams: Live on Broadway","Comedy"
"Robin Williams: Weapons of Self Destruction","Comedy"
"RoboCop","Action"
"RoboCop 2","Action"
"RoboCop 3","Action"
"RoboCop","Science Fiction"
"Robot Overlords","Adventure"
"Rocky","Drama"
"Rocky Balboa","Drama"
"Rocky II","Drama"
"Rocky III","Drama"
"Rocky IV","Drama"
"Rocky V","Drama"
"Rollercoaster","Action"
"Rumor Has It...","Comedy"
"Rupture","Thriller"
"Rush","Crime"
"Russell Peters: Outsourced","Comedy"
"RZ-9","Action"
"Sabotage","Action"
"Safe House","Action"
"Salt","Action"
"Samurai Cop","Action"
"Saturday Night Fever","Drama"
"Saving Private Ryan","Drama"
"Scent of a Woman","Drama"
"Major Saab","Foreign"
"Scott Pilgrim vs. the World","Comedy"
"Scrat: Spaced Out","Science Fiction"
"Se7en","Crime"
"Seal Team Eight: Behind Enemy Lines","Action"
"Season of the Witch","Adventure"
"Second In Command","Action"
"Secret in Their Eyes","Crime"
"Self/less","Mystery"
"Septembers of Shiraz","Drama"
"Serpico","Crime"
"Seventh Son","Adventure"
"Sherlock Holmes: A Game of Shadows","Adventure"
"Shipwrecked","Family"
"Shooter","Action"
"Shortcut to Happiness","Fantasy"
"Showdown in Little Tokyo","Action"
"Shutter Island","Drama"
"Sicario","Thriller"
"Silent Trigger","Drama"
"Silk","Action"
"Siren Song","Horror"
"Skiptrace","Action"
"Sleeping Beauty","Fantasy"
"Sleeping Beauty","Fantasy"
"Sleeping with Other People","Comedy"
"Sleepy Hollow","Drama"
"Sliver","Drama"
"Small Soldiers","Comedy"
"Snake Eyes","Crime"
"Sniper: Special Ops","Action"
"Snitch","Thriller"
"Snow White and the Huntsman","Adventure"
"Snow White and the Seven Dwarfs","Fantasy"
"Snowden","Drama"
"Society","Drama"
"Song of the South","Animation"
"Space Jam","Animation"
"Space Pirate Captain Harlock","Animation"
"Sparks","Action"
"Spectral","Thriller"
"Spectre","Action"
"Speed 2: Cruise Control","Action"
"Spider-Man","Fantasy"
"Spider-Man 2","Action"
"Spider-Man 3","Fantasy"
"Split Second","Action"
"Spotlight","Drama"
"Spy","Crime"
"Stand by Me","Crime"
"Star Wars: Episode I - The Phantom Menace","Adventure"
"Star Wars: Episode II - Attack of the Clones","Adventure"
"Star Wars: Episode III - Revenge of the Sith","Science Fiction"
"Star Wars","Adventure"
"Star Wars: Episode V - The Empire Strikes Back","Adventure"
"Star Wars: Episode VI - Return of the Jedi","Adventure"
"Star Wars: The Force Awakens","Action"
"9/11 State of Emergency","Documentary"
"Stay Alive","Horror"
"Stiletto","Action"
"Still of the Night","Thriller"
"Stolen","Action"
"Stonehenge Apocalypse","Action"
"Storks","Animation"
"Straight Outta Compton","Drama"
"Street Smart","Thriller"
"Striking Distance","Crime"
"Submerged","Action"
"Submerged","Thriller"
"Suicide Squad","Action"
"Sully","Drama"
"Summer Lovers","Drama"
"Sunshine","Science Fiction"
"Superman","Fantasy"
"Superman/Batman: Apocalypse","Animation"
"Superman II","Action"
"Superman III","Comedy"
"Supervolcano","Action"
"Surviving Christmas","Comedy"
"Survivor","Crime"
"Swerve","Crime"
"Take a Hard Ride","Action"
"Taken 3","Crime"
"Tangled","Animation"
"Tarzan","Animation"
"Taxi Driver","Crime"
"Ted","Comedy"
"Ted 2","Comedy"
"Teenage Mutant Ninja Turtles","Science Fiction"
"Teenage Mutant Ninja Turtles","Science Fiction"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","Science Fiction"
"Teenage Mutant Ninja Turtles III","Action"
"Tekken: Blood Vengeance","Action"
"Tekken: Kazuya's Revenge","Action"
"Tell","Drama"
"Tequila Sunrise","Action"
"The Terminator","Action"
"Terminator Genisys","Science Fiction"
"The 5th Wave","Adventure"
"The 6th Day","Science Fiction"
"The 33","History"
"The Abyss","Adventure"
"The Accountant","Crime"
"The Addams Family","Comedy"
"The Amazing Spider-Man","Action"
"The Amazing Spider-Man 2","Action"
"The American President","Comedy"
"The Andromeda Strain","Drama"
"The Andromeda Strain (Mini-Series","Sci-Fi"
"The Aristocats","Animation"
"The Art of the Steal","Comedy"
"The Assassin","Drama"
"The Avengers","Science Fiction"
"The Bag Man","Crime"
"The Beat That My Heart Skipped","Drama"
"The BFG","Adventure"
"The Big Brawl","Action"
"The Black Stallion","Adventure"
"The Bodyguard","Thriller"
"The Book of Life","Romance"
"The Boss","Comedy"
"The Boxtrolls","Fantasy"
"The Boy","Horror"
"The Boys from Brazil","Drama"
"The Break-Up","Comedy"
"The Brides of Dracula","Horror"
"The Bridge on the River Kwai","Drama"
"The Call","Thriller"
"The Callback Queen","Romance"
"The Cannonball Run","Comedy"
"The Choice","Drama"
"The Cloth","Fantasy"
"The Condemned 2","Action"
"The Core","Action"
"The Corruptor","Action"
"The Crying Game","Romance"
"The Cure","Thriller"
"The Da Vinci Code","Thriller"
"The Dark Half","Mystery"
"The Dark Knight","Drama"
"The Dark Knight Rises","Action"
"The Day After","Science Fiction"
"The Departed","Drama"
"The Devil's Rejects","Drama"
"The Drop","Drama"
"The East","Drama"
"The Edge of Seventeen","Comedy"
"The Equalizer","Thriller"
"The Escapist","Action"
"The Evil of Frankenstein","Horror"
"The Exorcism of Emily Rose","Crime"
"The Expendables 2","Action"
"The Expendables 3","Action"
"The Factory","Crime"
"We Are The Nobles","Comedy"
"The Family Stone","Comedy"
"The Fast and the Furious: Tokyo Drift","Action"
"The Fifth Element","Adventure"
"The Fifth Estate","Drama"
"The Fly","Horror"
"The Fox and the Hound","Adventure"
"The Fox and the Hound 2","Adventure"
"The Frozen Ground","Thriller"
"The Gambler","Thriller"
"The Getaway","Romance"
"The Girl with All the Gifts","Drama"
"The Glass Shield","Drama"
"The Good Dinosaur","Fantasy"
"The Good Shepherd","Drama"
"The Great Gatsby","Drama"
"The Great Mouse Detective","Family"
"The Green Mile","Fantasy"
"The Gunman","Action"
"The Hangover","Comedy"
"The Hangover Part II","Comedy"
"The Hangover Part III","Comedy"
"The Hateful Eight","Drama"
"The Heat","Action"
"The Hit","Drama"
"The Hobbit: An Unexpected Journey","Adventure"
"The Hobbit: The Battle of the Five Armies","Adventure"
"The Hobbit: The Desolation of Smaug","Adventure"
"The Holiday","Comedy"
"The Hunchback of Notre Dame","Family"
"The Hunchback of Notre Dame II","Adventure"
"The Hunger Games","Science Fiction"
"The Hunger Games: Catching Fire","Science Fiction"
"The Iceman","Thriller"
"The Illusionist","Fantasy"
"The Imitation Game","History"
"The Impossible","Drama"
"The Inbetweeners 2","Comedy"
"The Inbetweeners Movie","Comedy"
"The Incredibles","Animation"
"The Infiltrator","Crime"
"The Intern","Comedy"
"The International","Adventure"
"The Internship","Comedy"
"The Interview","Action"
"The Judge","Drama"
"The Jungle Book","Adventure"
"The Karate Kid","Action"
"The Karate Kid Part II","Adventure"
"The Karate Kid  Part III","Adventure"
"The Keeper","Action"
"The King's Choice","War"
"The King's Speech","Drama"
"The Lake House","Romance"
"The Last Dragon","Action"
"The Last Stand","Action"
"The Last Witch Hunter","Fantasy"
"The Legend Is Born: Ip Man","Drama"
"The Legend of Barney Thomson","Thriller"
"The Legend of Hercules","Action"
"The Lego Movie","Adventure"
"The Letter Writer","Family"
"The Light Between Oceans","Drama"
"The Lion King","Animation"
"The Lion King 1½","Animation"
"The Lion King 2: Simba's Pride","Animation"
"The Little Mermaid","Animation"
"The Little Mermaid II: Return to the Sea","Animation"
"The Little Mermaid: Ariel's Beginning","Animation"
"The Little Prince","Adventure"
"The Longest Ride","Drama"
"The Longest Yard","Comedy"
"The Lord of the Rings: The Fellowship of the Ring","Adventure"
"The Lord of the Rings: The Return of the King","Adventure"
"The Lord of the Rings: The Two Towers","Adventure"
"The Lost World: Jurassic Park","Adventure"
"The Machine","Science Fiction"
"The Magnificent Seven","Action"
"The Man from U.N.C.L.E.","Comedy"
"The Martian","Drama"
"The Mask","Romance"
"The Matrix","Adventure"
"The Matrix Reloaded","Adventure"
"The Matrix Revolutions","Adventure"
"The Maze Runner","Action"
"The Mighty Ducks","Comedy"
"The Name of the Rose","Drama"
"The Nice Guys","Action"
"The Nightmare Before Christmas","Fantasy"
"The Ninja Immovable Heart","Action"
"The Ninth Gate","Horror"
"The Notebook","Romance"
"The November Man","Crime"
"The Nut Job","Animation"
"The Order","Adventure"
"The Oxford Murders","Crime"
"The Package","Action"
"The Patriot","Action"
"The Perfect Match","Comedy"
"The Perfect Weapon","Science Fiction"
"The Philadelphia Experiment","Adventure"
"The Pirate Fairy","Animation"
"The Polar Express","Animation"
"The Postman Always Rings Twice","Romance"
"The Presidio","Action"
"The Prince","Thriller"
"The Princess and the Frog","Family"
"The Purge","Science Fiction"
"The Recruit","Action"
"The Remains of the Day","Drama"
"The Rescuers","Fantasy"
"The Rescuers Down Under","Adventure"
"The Return of Jafar","Romance"
"The Revenant","Western"
"The Riot Club","Drama"
"The Samaritan","Thriller"
"The Satan Bug","Science Fiction"
"The Score","Action"
"The Scorpion King 4: Quest for Power","Action"
"The Secret Life of Pets","Adventure"
"The Secret of NIMH","Fantasy"
"The Shawshank Redemption","Drama"
"The Silence of the Lambs","Crime"
"The Smoke","Thriller"
"The Smurfs","Animation"
"The Smurfs 2","Fantasy"
"The Social Network","Drama"
"The Sorcerer's Apprentice","Fantasy"
"The Specialist","Action"
"The Starving Games","Comedy"
"The Stepfather","Horror"
"The Swimmer","Drama"
"The Sword in the Stone","Animation"
"The Terminal","Comedy"
"The Thirteenth Floor","Thriller"
"The Three Musketeers","Adventure"
"The Town","Crime"
"The Traffickers","Drama"
"The Transformers: The Movie","Animation"
"The Trust","Thriller"
"The Twilight Saga: Breaking Dawn - Part 1","Adventure"
"The Twilight Saga: Breaking Dawn - Part 2","Adventure"
"The United States of Leland","Crime"
"The Untouchables","Crime"
"The Visit","Horror"
"The Watch","Comedy"
"The Whole Truth","Drama"
"The Wild Life","Family"
"The Witches","Adventure"
"The Wizard of Oz","Adventure"
"The Wolf of Wall Street","Crime"
"The Zero Theorem","Drama"
"Then She Found Me","Comedy"
"These Final Hours","Drama"
"Thief","Action"
"Thor","Adventure"
"Thor: The Dark World","Action"
"Three Kings","Action"
"Thunder and the House of Magic","Family"
"Thursday","Drama"
"Timecop","Thriller"
"Tinker Bell and the Lost Treasure","Animation"
"Titanic","Action"
"Titus","Drama"
"To Live and Die in L.A.","Action"
"Rage","Action"
"Tombstone","Action"
"Tomorrowland","Fantasy"
"Top Gun","Action"
"Toy Story","Animation"
"Toy Story 2","Animation"
"Toy Story 3","Animation"
"Trainwreck","Romance"
"Traitor","Drama"
"Trapped in Paradise","Action"
"Triple 9","Thriller"
"Trolls","Adventure"
"TRON","Science Fiction"
"True Lies","Action"
"True Story","Crime"
"Turbo Kid","Comedy"
"Turks & Caicos","Thriller"
"Twelve Monkeys","Science Fiction"
"U Turn","Thriller"
"U.S. Marshals","Thriller"
"Undercover Blues","Comedy"
"Unfinished Business","Comedy"
"Universal Soldier: Day of Reckoning","Thriller"
"Unthinkable","Action"
"Untraceable","Drama"
"Up","Animation"
"Up in the Air","Drama"
"Upperdog","Comedy"
"Upside Down","Romance"
"Urge","Thriller"
"USS Indianapolis: Men of Courage","Action"
"V for Vendetta","Action"
"Varg Veum - Buried Dogs","Thriller"
"Varg Veum - Bitter Flowers","Action"
"Varg Veum - Yours 'till Death","Drama"
"Varg Veum - The Consorts of Death","Crime"
"Varg Veum - Fallen Angels","Crime"
"Varg Veum - At Night All Wolves Are Grey","Action"
"Varg Veum - Cold Hearts","Crime"
"Varg Veum - Woman in the Fridge","Crime"
"Varg Veum - The Writing on the Wall","Crime"
"Varg Veum - Black Sheep","Action"
"Varg Veum - Sleeping Beauty","Crime"
"Varg Veum - The Dead Have it Easy","Crime"
"Vice","Thriller"
"WALL·E","Animation"
"Wall Street","Crime"
"Wall Street: Money Never Sleeps","Drama"
"Wallace & Gromit's Cracking Contraptions","Animation"
"A Grand Day Out","Adventure"
"War Dogs","Comedy"
"War of the Worlds: Goliath","Science Fiction"
"War Story","Drama"
"Warcraft","Action"
"Warning Sign","Drama"
"The Waterboy","Comedy"
"Way of the Dragon","Action"
"We're the Millers","Comedy"
"Weaponized","Thriller"
"Welcome to New York","Drama"
"Welcome to the Punch","Action"
"What's the Worst That Could Happen?","Action"
"White House Down","Action"
"Whiteout","Action"
"Wild Card","Thriller"
"Wild Things","Thriller"
"Willy Wonka & the Chocolate Factory","Fantasy"
"World War Z","Action"
"Wrath of the Titans","Adventure"
"Wreck-It Ralph","Family"
"Year of the Dragon","Action"
"Z for Zachariah","Thriller"
"Zero Dark Thirty","Thriller"
"Zipper","Thriller"
"Zombie Massacre 2: Reich of the Dead","War"
"Zootopia","Animation"
"Bridget Jones's Diary","Comedy"
"Justice League: Doom","Action"
"Kamilla and the Thief","Family"
"Kamilla and the Thief 2","Drama"
"The Karate Kid","Action"
"Keanu","Action"
"Kill Bill: Vol. 1","Action"
"Kill Bill: Vol. 2","Action"
"Kill Me Again","Drama"
"Kill the Messenger","Thriller"
"Ozzy","Animation"
"X-Men: Apocalypse","Action"
"Hard Luck","Crime"
"Lady Bloodfight","Thriller"
"Last Knights","Action"
"Lazer Team","Action"
"A Darker Fifty Shades: The Fetish Set","Thriller"
"The Hot Spot","Drama"
"Cell","Horror"
"The Duel","Western"
"The Huntsman: Winter's War","Action"
"WarGames: The Dead Code","Science Fiction"
"WarGames","Thriller"
"Bunch of Five","Crime"
"Snowpiercer","Action"
"Everest","Thriller"
"Mission: Impossible III","Adventure"
"The Big Short","Comedy"
"The Finest Hours","Action"
"The First Great Train Robbery","Thriller"
"Kung Fu Panda 2","Animation"
"Life on the Line","Action"
"Prisoners","Drama"
"The Seven Five","Documentary"
"The Runner","Drama"
"The Sea of Trees","Drama"
"Tinker Bell and the Legend of the NeverBeast","Adventure"
"2 Fast 2 Furious","Action"
"Beauty and the Beast","Romance"
"Justice League Dark","Action"
"AntiTrust","Action"
"Doom","Action"
"Fast & Furious 6","Action"
"Live Free or Die Hard","Action"
"Meet the Fockers","Comedy"
"Meet the Parents","Comedy"
"Outbreak","Action"
"Speed","Action"
"The Godfather","Drama"
"The Godfather: Part II","Drama"
"The Godfather: Part III","Drama"
"The Number 23","Thriller"
"Mobsters","Drama"
"Scarface","Action"
"Volcano","Science Fiction"
"10.5","Action"
"Assassin's Creed","Action"
"Rambo: First Blood Part II","Action"
"Rambo III","Action"
"John Wick","Action"
"Pinocchio","Animation"
"Finding Nemo","Family"
"Pirates of the Caribbean: At World's End","Adventure"
"Pirates of the Caribbean: Dead Man's Chest","Adventure"
"Pirates of the Caribbean: The Curse of the Black Pearl","Adventure"
"Street Fighter","Action"
"Terminator 2: Judgment Day","Action"
"Terminator 3: Rise of the Machines","Action"
"Bridget Jones's Baby","Comedy"
"San Andreas","Action"
"Startup.com","Documentary"
"The Boy in the Striped Pyjamas","War"
"The Gift","Thriller"
"Home","Fantasy"
"Being Charlie","Drama"
"The Blues Brothers","Music"
"Cloud Atlas","Drama"
"Rogue One: A Star Wars Story","Drama"
"The Peacemaker","Action"
"Fantastic Beasts and Where to Find Them","Action"
"Batman: Mask of the Phantasm","Action"
"Batman vs. Robin","Action"
"Batman: Year One","Action"
"Masterminds","Comedy"
"Passengers","Adventure"
"Resident Evil: The Final Chapter","Action"
"Reservoir Dogs","Crime"
"Out of Sight","Romance"
"Setup","Action"
"Miss Sloane","Drama"
"Patriots Day","Drama"
"The Asian Connection","Action"
"Takedown","Action"
"Ant-Man","Science Fiction"
"After the Sunset","Action"
"From Russia With Love","Action"
"The Assignment","Action"
"The Fast and the Furious","Action"
"Dr. No","Adventure"
"Category 7: The End of the World","Action"
"Deepwater Horizon","Thriller"
"Heist","Action"
"Troll Hunter","Fantasy"
"The Man in the Iron Mask","Action"
"Superman Returns","Adventure"
"Sweet Home Alabama","Comedy"
"Catch Me If You Can","Drama"
"The Legend of Drunken Master","Action"
"Terminator Salvation","Drama"
"Harry Potter and the Deathly Hallows: Part 1","Adventure"
"Captain America: The First Avenger","Science Fiction"
"Iron Sky","Action"
"Iron Man 3","Action"
"Chaos","Drama"
"Out of Sight","Romance"
"The Devil's Advocate","Drama"
"First Blood","Action"
"Angus  Thongs and Perfect Snogging","Comedy"
"Iron Man","Action"
"Hercules","Animation"
"Genius","History"
"Cast Away","Adventure"
"Logan","Action"
"Power Rangers","Action"
"Chronicle","Science Fiction"
"Cliffhanger","Action"
"Fifty Shades Darker","Drama"
